"Mouse_ID","Year","FEC_Eim_Ct","MC.Eimeria.FEC","delta_ct_cewe_MminusE","MC.Eimeria","OPG","MCs"
"AA_0908",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0909",2021,"31.3852113087029",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0910",2021,"31.2770618226048",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0911",2021,"28.5716347231087",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0912",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0913",2021,"29.5035780316271",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0914",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0915",2021,"31.6651016325838",FALSE,NA,FALSE,7812.5,"Fec:FALSE Tissue:FALSE"
"AA_0916",2021,"30.0483444013745",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0918",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0919",2021,"29.7902971918377",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0920",2021,"30.9143303970009",FALSE,NA,FALSE,1041.66666666667,"Fec:FALSE Tissue:FALSE"
"AA_0921",2021,"31.032588714252",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0922",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0923",2021,"30.4739334737148",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0924",2021,"32.4698464360973",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0925",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0926",2021,"32.6624818954861",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0927",2021,"32.7131547749293",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0928",2021,"31.0977385452522",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0929",2021,"32.6689865174132",FALSE,NA,NA,0,"Fec:FALSE Tissue:NA"
"AA_0930",2021,"31.6931692960529",FALSE,NA,NA,332.446808510638,"Fec:FALSE Tissue:NA"
"AA_0931",2021,"31.260669215287",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0932",2021,"31.7515009923784",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0933",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0934",2021,"32.0952570185587",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0935",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0936",2021,"16.8587721222218",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0938",2021,"29.6481753636857",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0939",2021,"20.6345758932106",FALSE,NA,FALSE,NA,"Fec:FALSE Tissue:FALSE"
"AA_0940",2021,"32.3586386050724",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0942",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0943",NA,NA,NA,NA,FALSE,NA,"Fec:NA Tissue:FALSE"
"AA_0944",2021,"32.1440027401537",FALSE,NA,FALSE,347.222222222222,"Fec:FALSE Tissue:FALSE"
"AA_0945",2021,"31.8006786127767",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0946",2021,"30.7468720375367",FALSE,NA,FALSE,446.428571428571,"Fec:FALSE Tissue:FALSE"
"AA_0947",2021,"32.2853060873671",FALSE,NA,FALSE,0,"Fec:FALSE Tissue:FALSE"
"AA_0950",2021,"31.0106018203891",FALSE,NA,NA,520.833333333333,"Fec:FALSE Tissue:NA"
"AA_0953",2021,"31.199767489197",FALSE,NA,NA,0,"Fec:FALSE Tissue:NA"
"AA_0954",2021,"29.9055167774266",FALSE,NA,NA,1116.07142857143,"Fec:FALSE Tissue:NA"
